name,From,To,Draft,Tm,Lg,G,GS,Yrs,PB.x,AP1.x,AV.x,pfr_player_id,career_try,career_ranypa,career_wowy,Pos,hof
Vincent Brown,1988,1995,2-43,NWE,NFL,123,103,8,0,0,58,BrowVi00,650.4160458,1.45318858,0.426656194,NA,NA
Todd Christensen,1979,1988,2-56,TOT,NFL,137,90,10,5,2,58,ChriTo00,6098.70882,-0.027104809,0.837012369,NA,NA
Frank Clarke,1960,1967,5-61,DAL,NFL,104,72,8,0,1,58,ClarFr00,6400.910225,0.056778581,-0.181522164,NA,NA
Carl Garrett,1969,1977,3-58,TOT,TOT,110,67,9,1,0,58,GarrCa00,2770.034895,-1.065683944,-0.163732785,NA,NA
Ken Huff,1975,1985,1-3,TOT,NFL,145,104,11,0,0,58,HuffKe20,2.625172688,-0.263069826,-0.97998477,NA,NA
Barry Krauss,1979,1989,1-6,TOT,NFL,152,124,11,0,0,58,KrauBa21,34.39834871,-1.098358349,0.840385878,NA,NA
Bill Munson,1964,1979,"1-7, 16-126AFL",TOT,NFL,107,66,16,0,0,58,MunsBi00,-0.925875201,0.808234738,0.800952488,NA,NA
John Tracey,1960,1967,4-44,TOT,TOT,102,16,8,2,0,58,TracJo00,418.5800418,-1.344181715,0.597035288,NA,NA
Perry Williams,1984,1993,7-178,NYG,NFL,146,122,10,0,0,58,WillPe01,443.8293738,-1.303675794,0.295588606,NA,NA
Mike Alstott,1996,2006,2-35,TAM,NFL,158,137,11,6,3,57,AlstMi00,2615.94526,-0.507910557,0.086978344,NA,NA
Gary Ballman,1962,1973,"8-104, 16-122AFL",TOT,NFL,131,104,12,2,0,57,BallGa00,6416.925564,-0.729137712,-0.045586739,NA,NA
Marty Booker,1999,2009,3-78,TOT,NFL,157,117,11,1,0,57,BookMa00,6138.015128,-0.905469192,-0.419581816,NA,NA
Dwayne Bowe,2007,2015,1-23,TOT,NFL,125,112,9,1,0,57,BoweDw00,5729.772493,-0.791350259,0.032784579,NA,NA
Roger Carr,1974,1983,1-24,TOT,NFL,115,92,10,1,0,57,CarrRo00,5719.770055,0.74793064,1.017494236,NA,NA
Bob Chandler,1971,1982,7-160,TOT,NFL,145,105,12,0,0,57,ChanBo00,7083.727938,-0.421386431,0.137539994,NA,NA
Sean Dawkins,1993,2001,1-16,TOT,NFL,140,109,9,0,0,57,DawkSe00,5758.477735,-0.15886918,0.038363152,NA,NA
Elbert Dubenion,1960,1968,14-167,BUF,AFL,103,16,9,1,0,57,DubeEl00,5692.116212,-0.337299848,-0.483600041,NA,NA
Quinn Early,1988,1999,3-60,TOT,NFL,179,123,12,0,0,57,EarlQu00,6122.541595,-0.075773475,-4.66298e-4,NA,NA
Devin Hester,2006,2016,2-57,TOT,NFL,156,47,11,4,3,57,HestDe99,2490.697625,-0.883740316,-0.873051432,NA,NA
Ron Jessie,1971,1981,8-206,TOT,NFL,138,96,11,1,0,57,JessRo00,5593.540096,0.764703303,0.572662528,NA,NA
Charles Johnson,2007,2017,3-83,CAR,NFL,143,114,11,0,0,57,JohnCh00,4429.206917,-0.547828707,-0.374937002,NA,NA
Antowain Smith,1997,2005,1-23,TOT,NFL,131,75,9,0,0,57,SmitAn00,1046.513554,-0.270900556,-1.402196859,NA,NA
Paul Smith,1968,1980,9-222,TOT,TOT,164,95,13,2,0,57,SmitPa00,166.9482472,-0.140097392,-0.311012665,NA,NA
Bob Trumpy,1968,1977,12-301,CIN,TOT,128,121,10,4,1,57,TrumBo00,6337.247698,1.026935776,0.130243669,NA,NA
David Alexander,1987,1996,5-121,TOT,NFL,131,115,9,0,0,56,AlexDa22,6.489393749,-0.3397653,-0.310345769,NA,NA
Keenan Allen,2013,2019,3-76,SDG,NFL,86,82,7,3,0,56,AlleKe00,878.7741128,1.91979939,1.098947,NA,NA
Lee Evans,2004,2011,1-13,TOT,NFL,118,104,8,0,0,56,EvanLe00,5692.881546,-0.727209332,0.300919685,NA,NA
Jeff Faine,2003,2012,1-21,TOT,NFL,125,124,10,0,0,56,FainJe20,2.551362972,-0.587676108,1.041459721,NA,NA
Alshon Jeffery,2012,2019,2-45,TOT,NFL,102,95,8,1,0,56,JeffAl00,1422.091875,0.770088163,1.299583261,NA,NA
Larry Johnson,2003,2011,1-27,TOT,NFL,85,55,9,2,1,56,JohnLa00,1409.412954,0.433811915,0.596845951,NA,NA
Larry Johnson,2003,2011,1-27,TOT,NFL,85,55,9,2,1,56,JohnLa21,123.2623492,-2.61120436,-3.048041204,NA,NA
Terry Kirby,1993,2002,3-78,TOT,NFL,110,39,10,0,0,56,KirbTe00,3135.672769,0.817983097,0.714167949,NA,NA
Lenny Lyles,1960,1969,1-11,TOT,NFL,125,91,10,1,0,56,LyleLe00,119.7126432,0.032573718,-1.028186902,NA,NA
Milt Morin,1966,1975,"1-14, 3-24AFL",CLE,NFL,129,100,10,2,0,56,MoriMi00,5375.66114,0.203096673,0.288539066,NA,NA
Darrin Nelson,1982,1992,1-7,TOT,NFL,152,68,11,0,0,56,NelsDa00,2608.191108,-0.009707162,0.033457904,NA,NA
Samson Satele,2007,2014,2-60,TOT,NFL,118,114,8,0,0,56,SateSa20,0.813219626,-2.781262328,-2.742953676,NA,NA
Sherman Smith,1976,1983,2-58,TOT,NFL,95,70,8,0,0,56,SmitSh00,2869.456703,0.107849254,0.317124804,NA,NA
Ben Watson,2004,2019,1-32,TOT,NFL,205,143,15,0,0,56,WatsBe00,3711.191235,0.437766913,0.043684959,NA,NA
Willie Williams,1993,2005,6-162,TOT,NFL,188,115,13,0,0,56,WillWi20,25.56744354,-1.249188001,-0.703009095,NA,NA
Charle Young,1973,1985,1-6,TOT,NFL,187,142,13,3,1,56,YounCh00,5947.259089,0.234975824,-0.147768122,NA,NA
Jeremy Zuttah,2008,2016,3-83,TOT,NFL,131,117,9,1,0,56,ZuttJe20,0.598991783,-2.009832943,-0.833323662,NA,NA
Jerome Barkum,1972,1983,1-9,NYJ,NFL,158,137,12,1,0,55,BarkJe00,6189.059902,-0.194211948,0.297567178,NA,NA
Nate Burleson,2003,2013,3-71,TOT,NFL,135,103,11,0,0,55,BurlNa00,4920.964556,0.638383348,0.611050724,NA,NA
Jeromey Clary,2007,2014,6-187,SDG,NFL,103,93,8,0,0,55,ClarJe20,-1.71023073,-0.492436728,-1.842153435,NA,NA
Tony Collins,1981,1990,2-47,TOT,NFL,103,83,8,1,0,55,CollTo01,2796.41413,0.542789445,0.532127007,NA,NA
Buddy Dial,1960,1966,2-22,TOT,NFL,86,56,7,2,0,55,DialBu00,6782.049483,0.160168326,0.110746414,NA,NA
Hewritt Dixon,1963,1970,"11-151, 8-60AFL",TOT,TOT,99,55,8,4,1,55,DixoHe00,3356.241477,0.678509861,0.333248348,NA,NA
Stan Humphries,1989,1997,6-159,TOT,NFL,88,81,8,0,0,55,HumpSt00,0.599291904,-0.17410836700000001,0.056567529,NA,NA
Vance Johnson,1985,1995,2-31,DEN,NFL,128,83,10,0,0,55,JohnVa00,5357.247394,0.126161347,-0.593062856,NA,NA
Keith Lincoln,1961,1968,"5-61, 2-15AFL",TOT,AFL,99,14,8,5,2,55,LincKe00,2733.595321,0.521566411,0.378530835,NA,NA
Lamar Lundy,1960,1969,4-47,RAM,NFL,116,113,10,0,0,55,LundLa00,852.9703836,0.352197333,-0.355247002,NA,NA
Doug Martin,1980,1989,1-9,MIN,NFL,126,94,10,0,0,55,MartDo00,486.531161,0.201449517,0.046516359,NA,NA
Don McCauley,1971,1981,1-22,CLT,NFL,156,25,11,0,0,55,McCaDo00,4116.294949,0.501006214,0.751511837,NA,NA
Mercury Morris,1969,1976,3-63,TOT,TOT,99,42,8,3,0,55,MorrMe00,854.7766852,1.004271906,0.381697292,NA,NA
Gerry Mullins,1971,1979,4-86,PIT,NFL,124,87,9,0,0,55,MullGe21,57.59648018,-0.573979888,-1.439763383,NA,NA
Dave Osborn,1965,1976,13-176,TOT,NFL,143,68,12,1,0,55,OsboDa00,2185.085519,0.082589655,0.204861145,NA,NA
Darnay Scott,1994,2002,2-30,TOT,NFL,124,104,8,0,0,55,ScotDa00,5452.065942,-0.250303388,-0.031916544,NA,NA
Brandon Stokley,1999,2013,4-105,TOT,NFL,152,44,15,0,0,55,StokBr00,4885.165283,1.388975671,0.662057292,NA,NA
Ryan Tucker,1997,2008,4-112,TOT,NFL,134,102,12,0,0,55,TuckRy20,16.73777674,2.844179351,1.140486177,NA,NA
Joseph Addai,2006,2011,1-30,CLT,NFL,78,60,6,1,0,54,AddaJo00,1515.482402,1.42777135,-0.062195842,NA,NA
Steve August,1977,1984,1-14,TOT,NFL,102,91,8,0,0,54,AuguSt20,8.810238522,0.656622999,0.64757374,NA,NA
Mike Bell,1979,1991,1-2,KAN,NFL,135,99,12,0,0,54,BellMi00,272.9825169,-0.233617638,0.125419671,NA,NA
Dexter Bussey,1974,1984,3-65,DET,NFL,150,100,11,0,0,54,BussDe00,2170.521041,-0.191462937,0.043979848,NA,NA
Doug Cline,1960,1966,14-168,TOT,AFL,95,0,7,0,0,54,ClinDo20,26.36870177,1.041211352,0.81761446,NA,NA
Jim Colclough,1960,1968,30-353,NWE,AFL,126,38,9,1,0,54,ColcJi00,5551.104072,0.452600296,0.683676957,NA,NA
Monte Coleman,1979,1994,11-289,WAS,NFL,215,62,16,0,0,54,ColeMo20,11.19511496,-0.328761685,-0.809281753,NA,NA
Jared Cook,2009,2019,3-89,TOT,NFL,163,84,11,2,0,54,CookJa02,2062.467157,-0.179115782,0.783618994,NA,NA
Jim Flanigan,1994,2003,3-74,TOT,NFL,145,97,10,0,0,54,FlanJi21,50.78003717,1.11181476,1.520158179,NA,NA
Ray Hamilton,1973,1981,14-342,NWE,NFL,132,117,9,0,0,54,HamiRa20,1364.830711,-0.941840611,0.381794664,NA,NA
Dalton Hilliard,1986,1993,2-31,NOR,NFL,108,43,8,1,0,54,HillDa00,2598.164955,0.513164544,0.357133582,NA,NA
Santonio Holmes,2006,2014,1-25,TOT,NFL,112,91,9,0,0,54,HolmSa00,5172.79814,0.082421525,0.080997007,NA,NA
Noah Jackson,1975,1984,7-161,TOT,NFL,131,127,10,0,0,54,JackNo20,20.12173586,-1.501693261,0.195870867,NA,NA
Billy Johnson,1974,1988,15-365,TOT,NFL,143,50,14,3,1,54,JohnBi01,4881.514019,-0.440306052,0.092811021,NA,NA
James Jones,2007,2015,3-78,TOT,NFL,136,72,9,0,0,54,JoneJa01,332.1677042,0.294676047,0.001818351,NA,NA
James Jones,2007,2015,3-78,TOT,NFL,136,72,9,0,0,54,JoneJa04,3743.61566,1.634688006,0.401106072,NA,NA
Ronnie Lee,1979,1992,3-65,TOT,NFL,186,120,14,0,0,54,LeexRo20,242.3517465,-0.634987134,-0.280042453,NA,NA
Curtis McClinton,1962,1969,"10-110, 14-110AFL",KAN,AFL,107,1,8,3,0,54,McClCu00,2447.693702,1.922569917,0.341504895,NA,NA
Robert Newhouse,1972,1983,2-35,DAL,NFL,168,75,12,0,0,54,NewhRo00,1426.930203,1.645235686,0.110606015,NA,NA
Deltha O'Neal,2000,2008,1-15,TOT,NFL,132,85,9,2,0,54,ONeaDe00,9.398124244,-0.16548612,0.493833494,NA,NA
Del Shofner,1960,1967,1-11,TOT,NFL,89,70,8,3,3,54,ShofDe00,7681.060271,0.707703781,0.595864185,NA,NA
Jamal Anderson,1994,2001,7-201,ATL,NFL,88,64,8,1,1,53,AndeJa00,1613.007961,-0.054540682,0.603064172,NA,NA
Edgar Bennett,1992,1999,4-103,TOT,NFL,112,77,7,0,0,53,BennEd00,2323.355326,0.543639431,-0.439133561,NA,NA
Pete Brock,1976,1987,1-12,NWE,NFL,154,88,12,0,0,53,BrocPe20,32.11470889,-0.388307208,-0.751708857,NA,NA
Marty Carter,1991,2001,8-207,TOT,NFL,161,151,11,0,0,53,CartMa20,16.65809358,0.158574775,0.506674937,NA,NA
Earl Edwards,1969,1979,5-120,TOT,NFL,150,112,11,0,0,53,EdwaEa20,4.456560373,-0.023060835,0.064322575,NA,NA
Paul Flatley,1963,1970,"4-44, 7-53AFL",TOT,NFL,106,97,8,1,0,53,FlatPa00,5892.054531,0.108060604,-0.384360594,NA,NA
Todd Heap,2001,2012,1-31,TOT,NFL,145,131,12,2,0,53,HeapTo00,5782.799666,-0.455200676,0.342246177,NA,NA
Ike Hilliard,1997,2008,1-7,TOT,NFL,161,106,12,0,0,53,HillIk00,6014.703227,-0.182523685,0.188817591,NA,NA
Chris Hope,2002,2012,3-94,TOT,NFL,163,113,11,1,0,53,HopeCh21,66.63085559,-0.117818679,0.159725232,NA,NA
Jake Kupp,1964,1975,9-116,TOT,NFL,154,132,12,1,0,53,KuppJa00,37.91058999,1.036635889,-0.312033647,NA,NA
Jim Nance,1965,1973,"4-45, 19-151AFL",TOT,TOT,101,67,8,2,2,53,NancJi00,1330.582489,-1.003718002,0.167410633,NA,NA
Jay Novacek,1985,1995,6-158,TOT,NFL,158,94,11,5,1,53,NovaJa00,4804.515304,0.619477338,0.242814721,NA,NA
Mike Prior,1985,1998,7-176,TOT,NFL,198,85,13,0,0,53,PrioMi20,43.6336434,-0.894232775,-0.475507281,NA,NA
Aaron Thomas,1961,1970,"4-47, 16-126AFL",TOT,NFL,133,88,10,1,0,53,ThomAa00,5338.18376,0.80144222,-0.026028576,NA,NA
Mike Thomas,1975,1980,5-108,TOT,NFL,77,62,6,1,0,53,ThomMi00,2538.172101,0.304420908,-0.24509896,NA,NA
Mike Thomas,1975,1980,5-108,TOT,NFL,77,62,6,1,0,53,ThomMi01,1703.529212,-0.86093491,-0.174311308,NA,NA
Rick Upchurch,1975,1983,4-95,DEN,NFL,119,69,9,4,3,53,UpchRi00,4733.408207,-0.378456277,-0.15950465,NA,NA
Billy Wade,1960,1966,1-1,TOT,NFL,70,55,7,1,0,53,WadeBi00,9.576941255,-0.598983449,-0.950476055,NA,NA
Rocky Bleier,1968,1980,16-417,PIT,NFL,140,74,11,0,0,52,BleiRo00,1746.11738,0.821446131,0.488017715,NA,NA
Eric Decker,2010,2017,3-87,TOT,NFL,111,83,8,0,0,52,DeckEr00,2686.19708,1.52325632,1.00074267,NA,NA
Jabar Gaffney,2002,2012,2-33,TOT,NFL,158,103,11,0,0,52,GaffJa00,5045.244964,-0.124080447,0.469027478,NA,NA
Marv Hubbard,1969,1977,11-277,TOT,TOT,103,59,8,3,0,52,HubbMa00,1023.774289,0.545721391,0.06533889,NA,NA
Keith Jackson,1988,1996,1-13,TOT,NFL,129,105,9,5,3,52,JackKe00,5229.490284,0.569868266,-0.071859117,NA,NA
Mark Jackson,1986,1994,6-161,TOT,NFL,130,84,9,0,0,52,JackMa00,5129.314188,0.062490464,-0.293223079,NA,NA
Rudi Johnson,2001,2008,4-100,TOT,NFL,95,63,8,1,0,52,JohnRu00,788.30738469999994,0.411751104,0.22627554,NA,NA
Kevin Mack,1985,1993,1-11,CLE,NFL,99,82,9,2,0,52,MackKe00,1803.314969,0.453059288,0.338908452,NA,NA
Tim McGee,1986,1994,1-21,TOT,NFL,134,98,9,0,0,52,McGeTi00,4930.306776,0.331570946,-0.391737111,NA,NA
Dave Meggett,1989,1998,5-132,TOT,NFL,146,12,10,2,0,52,MeggDa00,3293.108443,0.393317027,0.613525598,NA,NA
Red Phillips,1960,1967,1-5,TOT,NFL,98,88,8,3,1,52,PhilJi00,7397.474062,-0.535469711,-0.588437017,NA,NA
Mike Quick,1982,1990,1-20,PHI,NFL,101,90,9,5,2,52,QuicMi00,5877.573992,-0.397236174,-0.252389855,NA,NA
Beasley Reece,1976,1984,9-264,TOT,NFL,117,91,9,0,0,52,ReecBe20,10.0194064,1.868196857,0.264189212,NA,NA
George Rogers,1981,1987,1-1,TOT,NFL,92,78,7,2,1,52,RogeGe00,449.9687553,-1.274182544,-0.578439049,NA,NA
Frank Sanders,1995,2003,2-47,TOT,NFL,136,120,9,0,0,52,SandFr00,5864.456011,-0.907631437,-0.51527043,NA,NA
Mickey Shuler,1978,1991,3-61,TOT,NFL,180,108,14,2,0,52,ShulMi00,5330.568397,0.196283028,0.368331172,NA,NA
Mickey Shuler,1978,1991,3-61,TOT,NFL,180,108,14,2,0,52,ShulMi01,30.95066561,-0.82074583,0.022129954,NA,NA
James Stewart,1995,2002,1-19,TOT,NFL,101,69,8,0,0,52,StewJa00,1839.426287,-0.251266964,-0.225567368,NA,NA
Korey Stringer,1995,2000,1-24,MIN,NFL,93,91,6,1,0,52,StriKo00,2.200444418,0.665842005,1.080100035,NA,NA
Wesley Walls,1989,2003,2-56,TOT,NFL,196,116,14,5,0,52,WallWe00,5306.368107,0.068444622,0.279556054,NA,NA
Dave Washington,1970,1980,9-219,TOT,NFL,138,80,11,1,0,52,WashDa02,13.55414945,-1.728055625,-0.768108258,NA,NA
Matt Cassel,2005,2018,7-230,TOT,NFL,108,81,14,1,0,51,CassMa00,0.595677717,-1.162322838,-0.18698516,NA,NA
Leroy Hoard,1990,1999,2-45,TOT,NFL,144,66,10,1,0,51,HoarLe00,2556.299688,0.51709713,0.225342361,NA,NA
Rocket Ismail,1993,2001,4-100,TOT,NFL,126,73,9,0,0,51,IsmaRa00,4948.415619,-0.288593603,0.019617834,NA,NA
Bill Mathis,1960,1969,8-88,NYJ,AFL,137,11,10,2,1,51,MathBi00,2041.80629,0.440238602,0.493936935,NA,NA
Mike Montler,1969,1978,2-32,TOT,TOT,123,116,10,0,0,51,MontMi21,10.06658161,-0.716578784,1.235811308,NA,NA
Ray Roberts,1992,2000,1-10,TOT,NFL,127,116,9,0,0,51,RobeRa20,8.925948924,-1.036402784,0.261827986,NA,NA
Bob Rowe,1967,1975,2-43,CRD,NFL,122,111,9,0,0,51,RoweBo20,30.08901108,1.586489046,0.349247799,NA,NA
Yancey Thigpen,1991,2000,4-90,TOT,NFL,112,58,10,2,0,51,ThigYa00,4635.967674,0.327790731,0.341825432,NA,NA
David Williams,1989,1997,1-23,TOT,NFL,128,106,9,0,0,51,WillDa00,163.5611308,-0.795883276,-1.293861039,NA,NA
Robert Woods,2013,2019,2-41,TOT,NFL,100,90,7,0,0,51,WoodRo00,144.3377825,0.825597127,1.615027495,NA,NA
Robert Woods,2013,2019,2-41,TOT,NFL,100,90,7,0,0,51,WoodRo02,478.5437377,-1.051830905,0.741494266,NA,NA
Frank Wycheck,1993,2003,6-160,TOT,NFL,155,135,11,3,0,51,WychFr00,5341.426825,0.421655813,-0.025231711,NA,NA
Chris Calloway,1990,2000,4-97,TOT,NFL,158,96,11,0,0,50,CallCh00,5332.111858,-0.680983436,0.353320118,NA,NA
Jimmie Giles,1977,1989,3-70,TOT,NFL,188,131,13,4,0,50,GileJi00,5509.56106,-0.123398882,-0.532152218,NA,NA
Dave Hampton,1969,1976,9-220,TOT,NFL,93,55,8,0,0,50,HampDa00,1801.655308,-0.339092943,0.247417804,NA,NA
Ben Hawkins,1966,1974,"3-36, 5-38AFL",TOT,NFL,104,93,9,0,0,50,HawkBe00,5588.171243,-0.244463255,0.257796982,NA,NA
Rodney Holman,1982,1995,3-82,TOT,NFL,212,146,14,3,0,50,HolmRo00,4916.439079,0.761166764,0.1540527,NA,NA
Paul Hornung,1960,1966,1-1,GNB,NFL,68,61,6,1,2,50,HornPa00,2266.334408,0.940589387,0.120452619,RB,TRUE
Brandon LaFell,2010,2018,3-78,TOT,NFL,125,90,9,0,0,50,LaFeBr00,2072.104642,-0.31124339,-0.568368436,NA,NA
Michael Lewis,2002,2010,2-58,TOT,NFL,128,108,9,1,0,50,LewiMi00,437.7690902,0.602271819,0.635548326,NA,NA
O.J. McDuffie,1993,2000,1-25,MIA,NFL,116,78,8,0,0,50,McDuO.00,4729.875366,0.673500099,0.043596758,NA,NA
Stump Mitchell,1981,1989,9-226,CRD,NFL,116,53,9,0,0,50,MitcSt00,2081.632083,0.064487731,-0.146833157,NA,NA
Joe Morris,1982,1991,2-45,TOT,NFL,110,68,8,2,1,50,MorrJo00,1026.046674,0.288680105,0.075072028,NA,NA
Anthony Newman,1988,1999,2-35,TOT,NFL,178,107,12,0,0,50,NewmAn20,13.44530733,0.707929728,0.61167473000000006,NA,NA
Michael Oher,2009,2016,1-23,TOT,NFL,110,110,8,0,0,50,OherMi20,-1.815232803,0.308940444,0.65174034,NA,NA
Matt Snell,1964,1972,"4-49, 1-3AFL",NYJ,TOT,86,75,9,3,1,50,SnelMa00,1891.034562,-0.060360356,0.118773099,NA,NA
Don Webb,1961,1971,"24-186, 24-186AFL",NWE,TOT,134,65,10,1,0,50,WebbDo00,13.36679564,2.776058331,3.356196997,NA,NA
Sam Williams,1960,1967,24-288,TOT,NFL,107,82,8,0,0,50,WillSa20,11.94307496,-0.973954238,-1.067851553,NA,NA
Flipper Anderson,1988,1997,2-46,TOT,NFL,114,76,10,0,0,49,AndeFl00,4661.199262,0.57985145,0.015074165,NA,NA
Pete Banaszak,1966,1978,"5-59, 5-59AFL",RAI,TOT,173,36,13,0,0,49,BanaPe00,1486.714921,1.395380434,0.819101873,NA,NA
Fred Barnett,1990,1997,3-77,TOT,NFL,96,88,8,1,0,49,BarnFr00,5003.671093,-0.236882,-0.353498537,NA,NA
Robert Brooks,1992,2000,3-62,TOT,NFL,100,67,8,0,0,49,BrooRo00,3891.360312,1.206624392,-0.168834964,NA,NA
Ben Coates,1991,2000,5-124,TOT,NFL,158,114,10,5,2,49,CoatBe00,5357.844703,-0.138227743,0.282324242,NA,NA
Marcus Coleman,1996,2006,5-133,TOT,NFL,152,101,11,0,0,49,ColeMa20,48.33925524,-0.552874051,0.1194642,NA,NA
Owen Daniels,2006,2015,4-98,TOT,NFL,131,125,10,2,0,49,DaniOw00,4203.453237,0.578633552,0.216246607,NA,NA
Clarence Davis,1971,1978,4-97,RAI,NFL,89,43,8,0,0,49,DaviCl00,1350.802936,1.216129219,0.937259781,NA,NA
Gerry Ellis,1980,1986,7-192,GNB,NFL,103,81,7,0,0,49,ElliGe00,2649.74796,-0.086463389,0.455861354,NA,NA
Sean Farrell,1982,1992,1-17,TOT,NFL,123,106,11,0,0,49,FarrSe20,6.80549805,-2.2212374,-3.238385135,NA,NA
Roman Fortin,1991,2000,8-203,TOT,NFL,147,102,10,0,0,49,FortRo20,6.214420251,-0.19870856,-0.485333535,NA,NA
Brian Holloway,1981,1988,1-19,TOT,NFL,102,85,8,3,0,49,HollBr00,6.053972795,1.581418974,1.913555241,NA,NA
Michael Jackson,1991,1998,6-141,TOT,NFL,114,92,8,0,0,49,JackMi00,5172.246865,0.410097864,0.307183756,NA,NA
Essex Johnson,1968,1976,6-156,TOT,TOT,112,32,9,0,0,49,JohnEs00,2539.438943,0.854187628,0.270551673,NA,NA
Steve Kiner,1970,1978,3-73,TOT,NFL,114,99,8,0,0,49,KineSt20,18.93,1.168517998,-0.857457266,NA,NA
Brian Mitchell,1990,2003,5-130,TOT,NFL,223,16,14,1,1,49,MitcBr00,2296.5498470000002,-0.076039729,-0.426330145,NA,NA
Dennis Northcutt,2000,2009,2-32,TOT,NFL,144,61,10,0,0,49,NortDe00,4584.774001,-0.655604921,-0.088039938,NA,NA
Ray Pinney,1976,1987,2-37,PIT,NFL,125,81,9,0,0,49,PinnRa20,50.16562371,0.318998081,0.517135477,NA,NA
Peerless Price,1999,2007,2-53,TOT,NFL,123,102,9,0,0,49,PricPe00,4945.290183,-0.317683207,0.19889236800000001,NA,NA
Mike Pritchard,1991,1999,1-13,TOT,NFL,127,94,9,0,0,49,PritMi00,4878.875477,0.353627936,0.889678765,NA,NA
Antwaan Randle El,2002,2010,2-62,TOT,NFL,143,71,9,0,0,49,RandAn00,4267.414295,0.475449041,0.688077758,NA,NA
J.T. Thomas,1973,1982,1-24,TOT,NFL,125,89,9,1,0,49,ThomJ.00,346.1530321,-1.028348737,-0.660844293,NA,NA
Leonard Thompson,1975,1986,8-194,DET,NFL,175,83,12,0,0,49,ThomLe01,4726.361863,-0.569151088,0.010833479,NA,NA
Ronnie Brown,2005,2014,1-2,TOT,NFL,132,74,10,1,0,48,BrowRo05,1871.273625,-0.3861489,-0.305231978,NA,NA
Alge Crumpler,2001,2010,2-35,TOT,NFL,155,132,10,4,0,48,CrumAl00,4874.745764,-0.540262725,-0.357788821,NA,NA
Percy Harvin,2009,2016,1-22,TOT,NFL,75,61,8,1,0,48,HarvPe00,3034.244164,-0.514770176,0.894270101,NA,NA
Kevin House,1980,1987,2-49,TOT,NFL,114,85,8,0,0,48,HousKe00,4978.645526,0.102872547,-0.258765761,NA,NA
Brandon Lloyd,2003,2014,4-124,TOT,NFL,142,91,11,1,0,48,LloyBr00,4951.896365,-0.417954649,0.087359602,NA,NA
Ryan Mathews,2010,2016,1-12,TOT,NFL,86,66,7,1,0,48,MathRy00,985.4854294,0.848961802,-0.369545844,NA,NA
Charlie Smith,1968,1975,4-110,TOT,TOT,95,65,8,0,0,48,SmitCh21,20.09099243,0.497910242,-0.632737219,NA,NA
Lorenzo White,1988,1995,1-22,TOT,NFL,107,50,8,1,0,48,WhitLo00,1706.126495,0.65890411,0.296667494,NA,NA
Jerrel Wilson,1963,1978,"17-225, 11-88AFL",TOT,TOT,217,0,16,3,0,48,WilsJe20,64.14601076,2.065913737,0.446010237,NA,NA
Ahmad Bradshaw,2007,2015,7-250,TOT,NFL,103,36,9,0,0,47,BradAh00,1092.915783,0.828784419,0.782536048,NA,NA
Marlin Briscoe,1968,1976,14-357,TOT,TOT,105,74,9,1,0,47,BrisMa00,4900.166493,-0.272266249,0.222210983,NA,NA
Billy Joe DuPree,1973,1983,1-20,DAL,NFL,159,131,11,3,0,47,DuprBi00,4813.553773,1.617462842,0.222245276,NA,NA
Braylon Edwards,2005,2012,1-3,TOT,NFL,112,93,8,1,0,47,EdwaBr00,5063.164714,-0.86058552,0.552460221,NA,NA
John Gesek,1987,1995,10-265,TOT,NFL,123,94,9,0,0,47,GeseJo20,6.174486271,1.479478372,0.810191365,NA,NA
Elois Grooms,1975,1987,3-63,TOT,NFL,138,108,12,0,0,47,GrooEl20,28.52960036,-1.126606218,-0.488788921,NA,NA
Ron Hall,1961,1967,28-331,NWE,AFL,88,11,7,1,1,47,HallRo00,2559.630946,-0.951010677,-1.528095172,NA,NA
Charlie Harraway,1966,1973,"18-273, 14-124AFL",TOT,NFL,110,74,8,0,0,47,HarrCh00,2003.902795,1.313697718,0.845145289,NA,NA
Corey Harris,1992,2003,3-77,TOT,NFL,183,92,12,0,0,47,HarrCo20,13.51671066,-0.757403696,-2.042631794,NA,NA
Jim Haslett,1979,1987,2-51,TOT,NFL,94,86,8,0,0,47,HaslJi20,10.64771005,-1.42158225,-1.328789932,NA,NA
James Jones,1983,1992,1-13,TOT,NFL,135,91,10,0,0,47,JoneJa01,332.1677042,0.294676047,0.001818351,NA,NA
James Jones,1983,1992,1-13,TOT,NFL,135,91,10,0,0,47,JoneJa04,3743.61566,1.634688006,0.401106072,NA,NA
Josh McCown,2002,2019,3-81,TOT,NFL,102,76,17,0,0,47,McCoJo01,14.44144609,-0.44826363,0.296536973,NA,NA
Lamar Miller,2012,2018,4-97,TOT,NFL,105,89,7,1,0,47,MillLa01,202.69761,-0.906583674,-0.37083637,NA,NA
Andy Robustelli,1960,1964,19-228,NYG,NFL,68,68,5,2,1,47,RobuAn00,95.32958532,2.285545042,1.132326219,DE,TRUE
Matt Slauson,2010,2018,6-193,TOT,NFL,113,113,9,0,0,47,SlauMa20,3.405888472,-0.777492973,0.09893843,NA,NA
J.J. Stokes,1995,2003,1-10,TOT,NFL,118,69,9,0,0,47,StokJ.00,4094.853876,1.181096359,0.363816224,NA,NA
Chester Taylor,2002,2011,6-207,TOT,NFL,151,34,10,0,0,47,TaylCh01,2466.205478,-0.449189608,0.658539873,NA,NA
